name,params,length,output_type,parse_time,states,trans,precomp_time,newmat,prob,sample_time
brp,N_16_MAX_5,63,ok,20.140270,1304,1731,-1,-1,5.085004933257545e-11,13.404639
brp,N_16_MAX_5,64,ok,54.526645,1304,1731,322.839694,5,1.6674280947617704e-10,15.032784
brp,N_16_MAX_5,96,ok,19.000033,1304,1731,-1,-1,2.2265421797624e-10,20.422401
brp,N_16_MAX_5,127,ok,19.945545,1304,1731,-1,-1,3.1755968046461676e-17,27.654283
brp,N_16_MAX_5,128,ok,19.332406,1304,1731,288.184385,6,3.5269171887896026e-14,30.355107
brp,N_32_MAX_2,8,ok,22.997364,1349,1731,290.630068,2,8.000000000000001e-06,1.933621
brp,N_32_MAX_2,15,ok,19.596591,1349,1731,-1,-1,7.7616e-06,3.130209
brp,N_32_MAX_2,16,ok,20.392072,1349,1731,106.643545,3,9.41192e-07,3.832164
brp,N_32_MAX_2,31,ok,20.368216,1349,1731,-1,-1,2.3241680654485703e-07,6.683075
brp,N_32_MAX_2,32,ok,20.457505,1349,1731,105.820032,4,5.935165549404448e-06,7.071368
brp,N_32_MAX_2,48,ok,20.121935,1349,1731,-1,-1,1.0224757443365825e-05,10.468090
brp,N_32_MAX_2,63,ok,20.050261,1349,1731,-1,-1,6.188122290269509e-06,13.562291
brp,N_32_MAX_2,64,ok,20.475918,1349,1731,120.918994,5,2.3499190658864e-06,14.209019
brp,N_32_MAX_2,96,ok,20.274682,1349,1731,-1,-1,8.835645696007822e-06,21.120018
brp,N_32_MAX_2,127,ok,20.070339,1349,1731,-1,-1,1.219737653557074e-06,27.582674
brp,N_32_MAX_2,128,ok,19.631346,1349,1731,154.471556,6,6.368939964429695e-06,28.238892
brp,N_32_MAX_3,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_3,15,numeric,-1,-1,-1,-1,-1,-1,-1
